Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
09/21/2015,CHEV,2D,,WHI,S891570,IL,10300 S. Doty,(773) 568-8495,2772932
09/21/2015,CHEV,4D,,SIL,A794935,IL,10300 S. Doty,(773) 568-8495,2772915
09/21/2015,CHEV,4D,,TAN,R415837,IL,701 N. Sacramento,(773) 265-7605,6827485
09/21/2015,CHEV,4D,,GRY,E649588,IL,10300 S. Doty,(773) 568-8495,2772893
09/21/2015,CHEV,4D,,TAN,Z270382,IL,10300 S. Doty,(773) 568-8495,2772931
09/21/2015,CHEV,LL,TK,BLK,A779624,IL,10300 S. Doty,(773) 568-8495,2772881
09/21/2015,CHEV,LL,,GRY,32483W,IL,701 N. Sacramento,(773) 265-7605,6827451
09/21/2015,CHEV,LL,,BLU,,IL,10300 S. Doty,(773) 568-8495,2772876
09/21/2015,CHEV,PK,,BLU,11042DB,IL,701 N. Sacramento,(773) 265-7605,6827475
09/21/2015,CHEV,VN,,BLU,V764926,IL,701 N. Sacramento,(773) 265-7605,6827473
09/21/2015,CHEV,VN,,TAN,S897523,IL,10300 S. Doty,(773) 568-8495,2772900
09/21/2015,CHEV,VN,TK,WHI,231799D,IL,701 N. Sacramento,(773) 265-7605,6827482
09/21/2015,CHRY,2D,,BLK,E134079,IL,10300 S. Doty,(773) 568-8495,2772905
09/21/2015,CHRY,4D,,RED,993R456,IL,10300 S. Doty,(773) 785-9752,1715515
09/21/2015,DODG,4D,,WHI,S227217,IL,701 N. Sacramento,(773) 265-7605,6827474
09/21/2015,DODG,PK,,SIL,50350Z-B,IL,10300 S. Doty,(773) 568-8495,2772912
09/21/2015,DODG,PK,,BLK,1220645B,IL,10300 S. Doty,(773) 568-8495,2772930
09/21/2015,DODG,VN,TK,SIL,237S541,IL,10300 S. Doty,(773) 568-8495,2772877
09/21/2015,DODG,VN,,RED,P130057,IL,701 N. Sacramento,(773) 265-7605,6827449
09/21/2015,DODG,VN,,GRN,R132844,IL,10300 S. Doty,(773) 568-8495,2772913
09/21/2015,FORD,4D,,SIL,E392842,IL,10300 S. Doty,(773) 568-8495,2772928
09/21/2015,FORD,4D,,,E398912,IL,10300 S. Doty,(773) 568-8495,2772937
09/21/2015,FORD,4D,,WHI,E707416,IL,10300 S. Doty,(773) 568-8495,2772917
09/21/2015,FORD,PK,,WHI,61614FF,IL,701 N. Sacramento,(773) 265-1846,1533770
09/21/2015,FORD,PK,TK,SIL,1759384,IL,10300 S. Doty,(773) 568-8495,2772888
09/21/2015,GMC,LL,,BLK,9689174,IL,10300 S. Doty,(773) 568-8495,2772880
09/21/2015,HOND,2D,,GRY,RPE764E,IN,10300 S. Doty,(773) 568-8495,2772939
09/21/2015,HOND,4D,,GLD,,IL,701 N. Sacramento,(773) 265-1846,1533772
09/21/2015,HOND,4D,,GRN,V728366,IL,10300 S. Doty,(773) 568-8495,2772938
09/21/2015,HOND,4D,,GRY,,IL,10300 S. Doty,(773) 785-9752,1715516
09/21/2015,HOND,4D,,GRN,S929503,IL,701 N. Sacramento,(773) 265-7605,6827439
09/21/2015,HOND,4D,,WHI,5713278,IL,701 N. Sacramento,(773) 265-7605,6827440
09/21/2015,HYUN,2D,,SIL,E386694,IL,10300 S. Doty,(773) 568-8495,2772886
09/21/2015,HYUN,4D,,RED,218XNP,WI,10300 S. Doty,(773) 568-8495,2772920
09/21/2015,HYUN,4D,,BLU,E996364,IL,701 N. Sacramento,(773) 265-7605,6827470
09/21/2015,HYUN,4D,,GRN,9514085,IL,701 N. Sacramento,(773) 265-7605,6827468
09/21/2015,HYUN,4D,,TAN,V130842,IL,10300 S. Doty,(773) 568-8495,2772908
09/21/2015,INFI,4D,,BLK,E529956,IL,701 N. Sacramento,(773) 265-7605,6827447
09/21/2015,INFI,LL,,TAN,E746050,IL,10300 S. Doty,(773) 568-8495,2772885
09/21/2015,JEEP,LL,,RED,E279680,IL,701 N. Sacramento,(773) 265-1846,1533771
09/21/2015,KIA,4D,,BLK,Y931926,IL,701 N. Sacramento,(773) 265-1846,1533773
09/21/2015,KIA,4D,,BLU,Y718730,IL,10300 S. Doty,(773) 568-8495,2772919
09/21/2015,KIA,VN,,TAN,V605551,IL,10300 S. Doty,(773) 568-8495,2772883
09/21/2015,LEXS,LL,TK,TAN,Y725101,IL,10300 S. Doty,(773) 568-8495,2772940
09/21/2015,MERC,4D,,BLK,E395973,IL,10300 S. Doty,(773) 568-8495,2772904
09/21/2015,MITS,4D,,SIL,E230769,IL,10300 S. Doty,(773) 568-8495,2772914
09/21/2015,NISS,4D,,BLU,R815745,IL,701 N. Sacramento,(773) 265-7605,6827455
09/21/2015,NISS,4D,,RED,E578783,IL,701 N. Sacramento,(773) 265-7605,6827446
09/21/2015,NISS,4D,,GRY,E359076,IL,701 N. Sacramento,(773) 265-7605,6827465
09/21/2015,NISS,LL,,BLK,E818258,IN,10300 S. Doty,(773) 568-8495,2772916
09/21/2015,NISS,VN,,WHI,2839812,IL,10300 S. Doty,(773) 568-8495,2772896
09/21/2015,NISS,VN,,GRY,,IL,701 N. Sacramento,(773) 265-7605,6827453
09/21/2015,PONT,2D,,SIL,P516139,IL,400 E. Lower Wacker,(312) 744-7550,934723
09/21/2015,PONT,2D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2772878
09/21/2015,PONT,2D,,BLK,S387648,IL,10300 S. Doty,(773) 568-8495,2772879
09/21/2015,PONT,4D,,WHI,315S361,IL,701 N. Sacramento,(773) 265-7605,6827484
09/21/2015,PONT,4D,,GRY,N669680,IL,10300 S. Doty,(773) 568-8495,2772906
09/21/2015,PONT,LL,,YEL,V319651,IL,10300 S. Doty,(773) 568-8495,2772903
09/21/2015,SAA,4D,,SIL,V776787,IL,10300 S. Doty,(773) 568-8495,2772927
09/21/2015,SUZI,4D,,RED,277S627,IL,701 N. Sacramento,(773) 265-7605,6827452
09/21/2015,SUZI,LL,,RED,,IL,10300 S. Doty,(773) 568-8495,2772918
09/21/2015,SUZI,LL,,GRN,,,701 N. Sacramento,(773) 265-7605,6827456
09/21/2015,TOYT,4D,,BLU,74OMIR,IN,701 N. Sacramento,(773) 265-1846,1533775
09/21/2015,TOYT,4D,,BLK,257S962,IL,701 N. Sacramento,(773) 265-7605,6827448
09/21/2015,TOYT,LL,,TAN,R494746,IL,10300 S. Doty,(773) 568-8495,2772890
09/21/2015,VOLK,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6827450
09/21/2015,VOLK,LL,,GRY,E709687,IL,10300 S. Doty,(773) 568-8495,2772884
09/20/2015,BMW,4D,,BLK,A450998,IL,701 N. Sacramento,(773) 265-7605,6827425
09/20/2015,BMW,4D,,BLK,R720548,IL,10300 S. Doty,(773) 568-8495,2772873
09/20/2015,BMW,4D,,BLU,Z273545,IL,701 N. Sacramento,(773) 265-7605,6827394
09/20/2015,BUIC,4D,,SIL,K409538,IL,10300 S. Doty,(773) 568-8495,2772840
09/20/2015,BUIC,4D,CEN,RED,S127640,IL,701 N. Sacramento,(773) 265-7605,6827422
09/20/2015,CHEV,4D,,SIL,7782DD,IL,10300 S. Doty,(773) 568-8495,2772871
09/20/2015,CHEV,4D,,SIL,Z107113,IL,701 N. Sacramento,(773) 265-7605,6827413
09/20/2015,CHEV,LL,TK,GRN,,IL,10300 S. Doty,(773) 568-8495,2772862
09/20/2015,CHEV,LL,,RED,P346415,IL,10300 S. Doty,(773) 568-8495,2772843
09/20/2015,CHEV,LL,,BLK,E668195,IL,10300 S. Doty,(773) 568-8495,2772854
09/20/2015,CHEV,PK,TK,WHI,1501964B,IL,10300 S. Doty,(773) 568-8495,2772853
09/20/2015,CHEV,VN,TK,WHI,Y761669,IL,701 N. Sacramento,(773) 265-7605,6827435
09/20/2015,CHEV,VN,TK,WHI,Y771917,IL,10300 S. Doty,(773) 568-8495,2772870
09/20/2015,DODG,PK,TK,RED,1460342B,IL,10300 S. Doty,(773) 568-8495,2772844
09/20/2015,FORD,4D,,WHI,S486208,IL,10300 S. Doty,(773) 568-8495,2772839
09/20/2015,FORD,4D,,SIL,428S650,IL,10300 S. Doty,(773) 568-8495,2772864
09/20/2015,FORD,VN,WIN,MAR,S682120,IL,10300 S. Doty,(773) 568-8495,2772848
09/20/2015,FORD,VT,WIN,GRN,N669243,IL,10300 S. Doty,(773) 568-8495,2772846
09/20/2015,HOND,2D,,RED,,IL,10300 S. Doty,(773) 568-8495,2772855
09/20/2015,INFI,4D,,TAN,283S726,IL,701 N. Sacramento,(773) 265-7605,6827411
09/20/2015,ISU,LL,,WHI,Y724113,IL,10300 S. Doty,(773) 568-8495,2772868
09/20/2015,JEEP,LL,,GRN,9695022,IL,10300 S. Doty,(773) 568-8495,2772875
09/20/2015,LEXS,4D,,GLD,K522215,IL,10300 S. Doty,(773) 568-8495,2772874
09/20/2015,LEXS,4D,,WHI,V648319,IL,701 N. Sacramento,(773) 265-7605,6827416
09/20/2015,LINC,4D,,TAN,E159062,IL,701 N. Sacramento,(773) 265-7605,6827402
09/20/2015,LINC,4D,,WHI,V959760,IL,10300 S. Doty,(773) 568-8495,2772838
09/20/2015,MAZD,4D,,BLU,E436119,IL,701 N. Sacramento,(773) 265-7605,6827409
09/20/2015,MAZD,4D,,GRY,Y705355,IL,701 N. Sacramento,(773) 265-7605,6827429
09/20/2015,MAZD,LL,,BLK,R585960,IL,701 N. Sacramento,(773) 265-7605,6827427
09/20/2015,MERC,2D,,PLE,V683658,IL,10300 S. Doty,(773) 568-8495,2772866
09/20/2015,NISS,2D,,GRN,V609276,IL,10300 S. Doty,(773) 568-8495,2772852
09/20/2015,NISS,4D,,BLK,Y749767,IL,701 N. Sacramento,(773) 265-7605,6827436
09/20/2015,NISS,4D,,BLU,G113004,IL,701 N. Sacramento,(773) 265-7605,6827420
09/20/2015,OLDS,4D,98,MAR,E686279,IL,701 N. Sacramento,(773) 265-7605,6827421
09/20/2015,OLDS,VN,,TAN,E650434,IL,701 N. Sacramento,(773) 265-7605,6827428
09/20/2015,PONT,4D,,WHI,E705305,IL,701 N. Sacramento,(773) 265-7605,6827432
09/20/2015,PONT,4D,,GRN,237S642,IL,10300 S. Doty,(773) 568-8495,2772858
09/20/2015,PONT,4D,,SIL,E310821,IL,701 N. Sacramento,(773) 265-7605,6827400
09/20/2015,PONT,VN,MTA,TAN,,IL,701 N. Sacramento,(773) 265-7605,6827415
09/20/2015,TOYT,4D,COA,GRN,,IL,10300 S. Doty,(773) 568-8495,2772857
09/20/2015,TOYT,4D,,MAR,E648483,IL,701 N. Sacramento,(773) 265-7605,6827398
09/20/2015,TOYT,4D,AVA,BLK,S919952,IL,701 N. Sacramento,(773) 265-7605,6827419
09/20/2015,VW,4D,,SIL,Y701601,IL,400 E. Lower Wacker,(312) 744-7550,934703
09/20/2015,,MS,,BLK,,IL,10300 S. Doty,(773) 568-8495,2772836
09/19/2015,BMW,4D,,BLU,V569428,IL,10300 S. Doty,(773) 568-8495,2772834
09/19/2015,BMW,LL,,SIL,,,10300 S. Doty,(773) 568-8495,2772819
09/19/2015,BUIC,4D,CEN,SIL,E612173,IL,10300 S. Doty,(773) 568-8495,2772783
09/19/2015,BUIC,4D,,WHI,S118356,IL,10300 S. Doty,(773) 568-8495,2772826
09/19/2015,CADI,4D,,BLU,S11520,IL,10300 S. Doty,(773) 568-8495,2772785
09/19/2015,CADI,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2772810
09/19/2015,CADI,4D,,GLD,2877TF,FL,701 N. Sacramento,(773) 265-7605,6827385
09/19/2015,CADI,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2772732
09/19/2015,CADI,4T,,GRN,,IL,10300 S. Doty,(773) 568-8495,2772740
09/19/2015,CHEV,2D,,RED,,IL,10300 S. Doty,(773) 568-8495,2772808
09/19/2015,CHEV,2D,,WHI,V755078,IL,10300 S. Doty,(773) 568-8495,2772738
09/19/2015,CHEV,4D,,SIL,E443998,IL,701 N. Sacramento,(773) 265-7605,6827339
09/19/2015,CHEV,4D,,WHI,,,10300 S. Doty,(773) 568-8495,2772724
09/19/2015,CHEV,4D,MAL,GRY,V453355,IL,10300 S. Doty,(773) 568-8495,2772748
09/19/2015,CHEV,4D,,SIL,Y831384,IL,701 N. Sacramento,(773) 265-1846,467824
09/19/2015,CHEV,4D,,BLU,K746342,IL,701 N. Sacramento,(773) 265-7605,6827355
09/19/2015,CHEV,4D,,BLK,XAD943,IN,10300 S. Doty,(773) 568-8495,2772743
09/19/2015,CHEV,4D,,SIL,6431E,IN,10300 S. Doty,(773) 568-8495,2772731
09/19/2015,CHEV,4D,,GRY,V332339,IL,10300 S. Doty,(773) 568-8495,467823
09/19/2015,CHEV,LL,TK,BLK,P604459,IL,10300 S. Doty,(773) 568-8495,2772798
09/19/2015,CHEV,LL,,BLK,V680320,IL,10300 S. Doty,(773) 568-8495,2772805
09/19/2015,CHEV,LL,BLZ,BLK,,IL,10300 S. Doty,(773) 568-8495,2772761
09/19/2015,CHEV,LL,,BLK,E479484,IL,10300 S. Doty,(773) 568-8495,2772787
09/19/2015,CHEV,LL,TK,BLK,S898919,IL,10300 S. Doty,(773) 568-8495,2772824
09/19/2015,CHEV,VN,AST,RED,N756062,IL,10300 S. Doty,(773) 568-8495,2772784
09/19/2015,CHEV,VN,,BRO,V615452,IL,10300 S. Doty,(773) 568-8495,2772806
09/19/2015,CHRY,2D,,SIL,RNX985,HI,10300 S. Doty,(773) 568-8495,2772751
09/19/2015,CHRY,4D,SEB,TAN,K529453,IL,701 N. Sacramento,(773) 265-7605,6827359
09/19/2015,CHRY,4D,,SIL,307S834,IL,701 N. Sacramento,(773) 265-7605,6827357
09/19/2015,CHRY,4D,,GRY,L721634,IL,10300 S. Doty,(773) 568-8495,2772822
09/19/2015,CHRY,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2772813
09/19/2015,DODG,4D,,PLE,E652345,IL,701 N. Sacramento,(773) 265-7605,6827381
09/19/2015,DODG,4D,,BLK,Y750989,IL,10300 S. Doty,(773) 568-8495,2772809
09/19/2015,DODG,4D,,PNK,FUW7984,OH,10300 S. Doty,(773) 568-8495,2772816
09/19/2015,DODG,LL,DUR,SIL,S494886,IL,10300 S. Doty,(773) 568-8495,2772775
09/19/2015,DODG,SW,MAG,BLU,E578845,IL,10300 S. Doty,(773) 568-8495,2772778
09/19/2015,DODG,VN,TK,GRY,E476372,IL,10300 S. Doty,(773) 568-8495,2772754
09/19/2015,DODG,VN,CVN,WHI,E700911,IL,10300 S. Doty,(773) 568-8495,2772758
09/19/2015,DODG,VN,,BLK,E144615,IL,10300 S. Doty,(773) 568-8495,2772745
09/19/2015,FORD,4D,FOC,SIL,N154567,IL,701 N. Sacramento,(773) 265-7605,6827361
09/19/2015,FORD,4D,,MAR,N671534,IL,10300 S. Doty,(773) 568-8495,2772741
09/19/2015,FORD,4D,,GRN,,IL,10300 S. Doty,(773) 568-8495,2772827
09/19/2015,FORD,4D,,MAR,JV5191,IL,10300 S. Doty,(773) 568-8495,2772794
09/19/2015,FORD,4T,,GLD,S7125D,TN,10300 S. Doty,(773) 568-8495,2772744
09/19/2015,FORD,LL,,BLK,R402029,IL,10300 S. Doty,(773) 568-8495,2772737
09/19/2015,FORD,LL,EXP,BLK,S118984,IL,10300 S. Doty,(773) 568-8495,2772786
09/19/2015,FORD,LL,TK,BLK,E675921,IL,10300 S. Doty,(773) 568-8495,2772821
09/19/2015,FORD,VN,TK,BLU,E803519,IN,10300 S. Doty,(773) 568-8495,2772736
09/19/2015,GMC,LL,JMY,RED,,IL,10300 S. Doty,(773) 568-8495,2772750
09/19/2015,GMC,LL,TK,RED,,IL,10300 S. Doty,(773) 568-8495,2772825
09/19/2015,GMC,LL,ENV,SIL,R538622,IL,10300 S. Doty,(773) 568-8495,2772768
09/19/2015,GMC,LL,JMY,TAN,N111894,IL,10300 S. Doty,(773) 568-8495,2772773
09/19/2015,HOND,4D,ACC,GRY,998R345,IL,10300 S. Doty,(773) 568-8495,2772781
09/19/2015,HOND,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6827343
09/19/2015,HOND,VN,TK,SIL,Y724118,IL,10300 S. Doty,(773) 568-8495,2772727
09/19/2015,HYUN,4D,SON,GRY,L660632,IL,10300 S. Doty,(773) 568-8495,2772756
09/19/2015,HYUN,4D,,GRY,WRZ274,IL,10300 S. Doty,(773) 568-8495,2772828
09/19/2015,ISU,LL,,ONG,S108274,IL,10300 S. Doty,(773) 568-8495,2772766
09/19/2015,JEEP,LL,,BLK,V996733,IL,10300 S. Doty,(773) 568-8495,2772811
09/19/2015,KIA,VN,,GRY,E308199,IL,701 N. Sacramento,(773) 265-7605,6827342
09/19/2015,MAZD,4D,,RED,K678646,IL,10300 S. Doty,(773) 568-8495,2772831
09/19/2015,MAZD,4D,,BLU,E359306,IL,701 N. Sacramento,(773) 265-7605,6827335
09/19/2015,MITS,4D,GAL,RED,V415671,IL,10300 S. Doty,(773) 568-8495,2772779
09/19/2015,NISS,4D,MAX,GRY,P778687,IL,10300 S. Doty,(773) 568-8495,2772749
09/19/2015,NISS,4D,SEN,WHI,V865536,IL,10300 S. Doty,(773) 568-8495,2772767
09/19/2015,NISS,4D,ALT,TAN,S727260,IL,10300 S. Doty,(773) 568-8495,2772753
09/19/2015,OLDS,4D,,GRY,257S615,IL,701 N. Sacramento,(773) 265-7605,6827378
09/19/2015,PONT,4D,,WHI,E465956,IL,10300 S. Doty,(773) 568-8495,2772803
09/19/2015,PONT,4D,,WHI,Z275041,IL,10300 S. Doty,(773) 568-8495,2772777
09/19/2015,PONT,4D,,SIL,995R084,IL,701 N. Sacramento,(773) 265-7605,6827383
09/19/2015,PONT,4D,GRM,BLK,E329251,IL,10300 S. Doty,(773) 568-8495,2772752
09/19/2015,PONT,LL,,YEL,V533779,IL,10300 S. Doty,(773) 568-8495,2772770
09/19/2015,SATR,4D,,SIL,9751012,IL,10300 S. Doty,(773) 568-8495,2772829
09/19/2015,SUZI,LL,TK,RED,289S242,IL,10300 S. Doty,(773) 568-8495,2772747
09/19/2015,TOYT,4D,,RED,8999835,IL,701 N. Sacramento,(773) 265-7605,6827380
09/19/2015,TOYT,4D,COA,GLD,V512149,IL,701 N. Sacramento,(773) 265-7605,6827376
09/19/2015,TOYT,4D,COA,SIL,S740329,IL,10300 S. Doty,(773) 568-8495,2772776
09/19/2015,TOYT,4D,,SIL,R139382,IL,701 N. Sacramento,(773) 265-7605,6827386
09/19/2015,TOYT,4H,CAM,BLK,S368597,IL,701 N. Sacramento,(773) 265-7605,6827363
09/19/2015,VOLK,2D,,SIL,Z116254,IL,701 N. Sacramento,(773) 265-7605,6827345
09/19/2015,VOLK,2D,,BLK,DL2939G,IL,10300 S. Doty,(773) 568-8495,2772733
09/19/2015,VOLK,4D,JET,GRY,N517361,IL,701 N. Sacramento,(773) 265-7605,6827369
09/19/2015,VOLK,4D,JET,BLK,Y935426,IL,701 N. Sacramento,(773) 265-7605,6827371
09/19/2015,VOLV,4D,S80,BLK,E590365,IL,10300 S. Doty,(773) 568-8495,2772788
09/18/2015,ACUR,2D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2772647
09/18/2015,ACUR,4D,,GRY,P970243,IL,10300 S. Doty,(773) 568-8495,2772707
09/18/2015,BMW,4D,,BLK,Z277128,IL,701 N. Sacramento,(773) 265-7605,6827283
09/18/2015,BUIC,4D,,TAN,,IL,10300 S. Doty,(773) 568-8495,2772640
09/18/2015,BUIC,4D,,BLK,3697WS,IL,701 N. Sacramento,(773) 265-7605,6827327
09/18/2015,BUIC,4D,,TAN,E685859,IL,701 N. Sacramento,(773) 265-7605,6827289
09/18/2015,BUIC,4D,,WHI,R879663,IL,701 N. Sacramento,(773) 265-7605,6827311
09/18/2015,BUIC,4D,,BLU,N568731,IL,10300 S. Doty,(773) 568-8495,2772714
09/18/2015,CADI,2H,DEV,BLK,Y956982,IL,10300 S. Doty,(773) 568-8495,2772682
09/18/2015,CADI,4D,,BLK,V173648,IL,10300 S. Doty,(773) 568-8495,2772689
09/18/2015,CADI,4D,,WHI,V612050,IL,701 N. Sacramento,(773) 265-1846,1533762
09/18/2015,CADI,4D,,TAN,S237861,IL,701 N. Sacramento,(773) 265-7605,6827319
09/18/2015,CADI,4D,DEV,BLK,E441239,IL,701 N. Sacramento,(773) 265-7605,6827300
09/18/2015,CHEV,2D,MOC,BLU,P607294,IL,10300 S. Doty,(773) 568-8495,2772661
09/18/2015,CHEV,2D,,WHI,Y734305,IL,10300 S. Doty,(773) 568-8495,2772716
09/18/2015,CHEV,2D,,GRY,H678830,IL,10300 S. Doty,(773) 568-8495,2772723
09/18/2015,CHEV,4D,IMP,GRY,V977035,IL,701 N. Sacramento,(773) 265-7605,6827305
09/18/2015,CHEV,4D,IMP,RED,S663654,IL,701 N. Sacramento,(773) 265-7605,6827316
09/18/2015,CHEV,4D,MAL,GRN,V515831,IL,10300 S. Doty,(773) 568-8495,2772675
09/18/2015,CHEV,4D,IMP,SIL,E818401,IL,10300 S. Doty,(773) 568-8495,2772669
09/18/2015,CHEV,4D,MAL,SIL,S497978,IL,10300 S. Doty,(773) 568-8495,2772656
09/18/2015,CHEV,4D,IMP,SIL,S901097,IL,701 N. Sacramento,(773) 265-7605,6827298
09/18/2015,CHEV,4D,MAL,GLD,R420894,IL,701 N. Sacramento,(773) 265-7605,6827310
09/18/2015,CHEV,4D,,GRY,380S743,IL,701 N. Sacramento,(773) 265-7605,6827321
09/18/2015,CHEV,4D,,BRO,,IL,10300 S. Doty,(773) 568-8495,2772708
09/18/2015,CHEV,4D,,GRY,V691029,IL,10300 S. Doty,(773) 568-8495,2772687
09/18/2015,CHEV,4D,,GLD,L851112,IL,10300 S. Doty,(773) 568-8495,2772641
09/18/2015,CHEV,4D,,GRY,BDH725,IA,701 N. Sacramento,(773) 265-7605,6827280
09/18/2015,CHEV,4D,,GLD,L851112,IL,10300 S. Doty,(773) 568-8495,2772641
09/18/2015,CHEV,LL,,BLK,E743260,IL,701 N. Sacramento,(773) 265-7605,6827295
09/18/2015,CHEV,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2772691
09/18/2015,CHEV,LL,BLZ,RED,E465604,IL,10300 S. Doty,(773) 568-8495,2772684
09/18/2015,CHEV,PK,TK,BLK,11351LE,IL,701 N. Sacramento,(773) 265-7605,6827323
09/18/2015,CHEV,PK,,MAR,1505500B,IL,701 N. Sacramento,(773) 265-1846,1533764
09/18/2015,CHEV,VN,AST,BLU,S880271,IL,10300 S. Doty,(773) 568-8495,2772663
09/18/2015,CHRY,2D,,TAN,R614082,IL,10300 S. Doty,(773) 568-8495,2772706
09/18/2015,CHRY,2D,,GRY,V602629,IL,10300 S. Doty,(773) 568-8495,2772635
09/18/2015,CHRY,2D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2772703
09/18/2015,CHRY,4D,,SIL,E209764,IL,10300 S. Doty,(773) 568-8495,2772693
09/18/2015,CHRY,HB,,BLU,Z274807,IL,10300 S. Doty,(773) 568-8495,467810
09/18/2015,CHRY,VN,TK,GRY,X163903,IL,701 N. Sacramento,(773) 265-7605,6827312
09/18/2015,DODG,4D,STA,GLD,S682071,IL,10300 S. Doty,(773) 568-8495,2772649
09/18/2015,DODG,4D,,BLU,V596747,IL,10300 S. Doty,(773) 568-8495,2772673
09/18/2015,DODG,LL,,GRY,S388171,IL,10300 S. Doty,(773) 568-8495,2772695
09/18/2015,DODG,PH,,RED,1658833B,IL,10300 S. Doty,(773) 568-8495,2772701
09/18/2015,DODG,VN,CVN,BLU,E612574,IL,701 N. Sacramento,(773) 265-7605,6827304
09/18/2015,FORD,2D,,GRN,L774893,IL,10300 S. Doty,(773) 568-8495,2772630
09/18/2015,FORD,2D,,WHI,146S998,IL,701 N. Sacramento,(773) 265-7605,6827285
09/18/2015,FORD,2D,MUS,BLU,9675301,IL,10300 S. Doty,(773) 568-8495,2772660
09/18/2015,FORD,4D,,TAN,S378788,IL,10300 S. Doty,(773) 568-8495,2772637
09/18/2015,FORD,4D,,GRY,N939238,IL,10300 S. Doty,(773) 568-8495,2772626
09/18/2015,FORD,4D,,WHI,H431153,IL,10300 S. Doty,(773) 568-8495,2772713
09/18/2015,FORD,4D,EXP,TAN,215S013,IL,10300 S. Doty,(773) 568-8495,2772634
09/18/2015,FORD,4D,TAU,SIL,P727344,IL,10300 S. Doty,(773) 568-8495,2772674
09/18/2015,FORD,LL,EXP,BLK,K800289,IL,701 N. Sacramento,(773) 265-7605,6827296
09/18/2015,FORD,LL,EXP,BLK,V603328,IL,10300 S. Doty,(773) 568-8495,2772665
09/18/2015,FORD,LL,EXP,MAR,E434095,IL,701 N. Sacramento,(773) 265-7605,6827308
09/18/2015,FORD,PK,,GRN,,IL,10300 S. Doty,(773) 568-8495,2772646
09/18/2015,FORD,VN,WIN,TAN,S715752,IL,10300 S. Doty,(773) 568-8495,2772655
09/18/2015,GMC,LL,YUK,GRY,N530746,IL,10300 S. Doty,(773) 568-8495,2772670
09/18/2015,HOND,2D,,SIL,S977699,IL,10300 S. Doty,(773) 568-8495,2772692
09/18/2015,HOND,4D,,BLU,H871044,IL,10300 S. Doty,(773) 568-8495,2772718
09/18/2015,HYUN,4D,ELN,BLU,V247280,IL,10300 S. Doty,(773) 568-8495,2772652
09/18/2015,HYUN,4T,,WHI,E549719,IL,10300 S. Doty,(773) 568-8495,2772628
09/18/2015,HYUN,LL,,GLD,E389334,IL,10300 S. Doty,(773) 568-8495,2772625
09/18/2015,INFI,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2772720
09/18/2015,INFI,4D,,GRY,195S826,IL,701 N. Sacramento,(773) 265-7605,6827281
09/18/2015,JEEP,LL,CHE,GRN,E675324,IL,10300 S. Doty,(773) 568-8495,2772680
09/18/2015,JEEP,LL,,SIL,E394753,IL,10300 S. Doty,(773) 568-8495,2772710
09/18/2015,KIA,4D,,TAN,L416712,IL,Chicago O'hare International Airport remote lot E.,(312) 746-6350,415691
09/18/2015,LEXS,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2772639
09/18/2015,LEXS,LL,TK,SIL,E845897,IL,701 N. Sacramento,(773) 265-7605,6827322
09/18/2015,LINC,2D,,BLK,690R496,IL,701 N. Sacramento,(773) 265-7605,6827317
09/18/2015,LINC,4D,CUS,WHI,,IL,10300 S. Doty,(773) 568-8495,2772650
09/18/2015,MAZD,VN,,GLD,E441999,IL,701 N. Sacramento,(773) 265-7605,6827284
09/18/2015,MERC,4D,,SIL,Y734865,IL,10300 S. Doty,(773) 568-8495,2772642
09/18/2015,MERC,4D,,GLD,R991433,IL,701 N. Sacramento,(773) 265-7605,6827329
09/18/2015,MERZ,4D,,BLK,V524627,IL,10300 S. Doty,(773) 568-8495,2772643
09/18/2015,MERZ,LL,,WHI,302S204,IL,701 N. Sacramento,(773) 265-7605,6827292
09/18/2015,NISS,4D,MAX,WHI,S954418,IL,701 N. Sacramento,(773) 265-7605,6827309
09/18/2015,NISS,4D,SEN,BLK,V865497,IL,10300 S. Doty,(773) 568-8495,2772677
09/18/2015,NISS,4D,ALT,SIL,E507430,IL,701 N. Sacramento,(773) 265-7605,6827314
09/18/2015,NISS,4D,SEN,WHI,S938852,IL,701 N. Sacramento,(773) 265-7605,6827302
09/18/2015,NISS,4D,SEN,BLK,,IL,701 N. Sacramento,(773) 265-7605,6827307
09/18/2015,NISS,4D,ALT,SIL,S760523,IL,10300 S. Doty,(773) 568-8495,2772644
09/18/2015,NISS,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6827291
09/18/2015,NISS,4D,MAX,WHI,S954418,IL,701 N. Sacramento,(773) 265-7605,6827309
